,genres,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
7006,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10752, 'name': 'War'}]",http://www.guerilla-films.com/twomen/,tt0304857,en,Two Men Went To War,"Comedy drama based on the true story of two British Army dentists who in 1942, eager to see action, go AWOL and invade occupied France on their own.",0.196537,/2RlUlTrRUHATnZjA4NrRsSQpuTP.jpg,"[{'name': 'Little Wing Films', 'id': 3446}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1/1/2002,0,109,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Two Men Went To War,FALSE,4.8,4
40903,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,tt1015456,en,Adopt a Sailor,"Adopt A Sailor is about Patricia and Richard, a successful and hip couple from New York City who inadvertently ""adopt a sailor"" during Fleet Week in New York City and the young man form Turkey Scratch, Arkansas who changes their lives forever.",0.508823,/wPEpMSnEOOmxarBIx8vulQzIOj4.jpg,"[{'name': 'Kim and Jim Productions', 'id': 10425}, {'name': 'WonderStar Productions', 'id': 21699}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",24/10/2008,0,85,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He fell out of a plane and into their lives.,Adopt a Sailor,FALSE,5.3,5
1057,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,tt0105236,en,Reservoir Dogs,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",12.22034,/tB2ITHg556e7aTV6cqQqVAXkdxN.jpg,"[{'name': 'Live Entertainment', 'id': 285}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Dog Eat Dog Productions Inc.', 'id': 26198}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2/9/1992,14661007,99,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Every dog has his day.,Reservoir Dogs,FALSE,8.1,3821
41694,"[{'id': 35, 'name': 'Comedy'}]",http://www.johnhodgman.com/RAGNAROK,tt3014262,en,John Hodgman: RAGNAROK,"Deranged Millionaire, John Hodgman, and his infamous moustache dispense their survival guide to the Mayan apocalypse or as he's deemed it ""RAGNAROK"".  With his eccentric list of post-apocalyptic necessities, beef jerky dollars, sperm whales and mayonnaise, John Hodgman entertains the audience in the face of impending doom.",0.724585,/i7Q7ISZ0YTNG15m0hh2zjPj2cM8.jpg,[],[],19/6/2013,0,67,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,John Hodgman: RAGNAROK,FALSE,5.8,7
36023,[],,tt2005299,ru,Небесный суд,,2.176924,/g5mLqzdBYGfdLnNgtTK8cnYrFYR.jpg,[],[],31/5/2012,0,0,[],Released,,Heavenly Judgement,FALSE,6.3,6
16346,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",http://www.littlefockers.net/,tt0970866,en,Little Fockers,"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.",9.73941,/qixmjH8fLD9IkboPO7FKxAqzwRJ.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Everyman Pictures', 'id': 2242}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Dreamworks Pictures', 'id': 7852}, {'name': 'Tribeca Productions', 'id': 11391}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",21/12/2010,310650585,98,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Kids bring everyone closer, right?",Little Fockers,FALSE,5.5,1092
43371,"[{'id': 18, 'name': 'Drama'}]",,tt1366338,en,Lowriders,"A young street artist in East Los Angeles is caught between his father's obsession with lowrider car culture, his ex-felon brother and his need for self-expression.",4.612622,/mafycJVTwbsArAycD9yv1KzeAxH.jpg,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Blumhouse Productions', 'id': 3172}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",28/4/2017,2403885,99,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Lowriders,FALSE,7,20
9215,"[{'id': 18, 'name': 'Drama'}]",,tt0214605,en,Cremaster 2,"CREMASTER 2 (1999) is rendered as a gothic Western that introduces conflict into the system. On the biological level it corresponds to the phase of fetal development during which sexual division begins. In Matthew Barney's abstraction of this process, the system resists partition and tries to remain in the state of equilibrium imagined in Cremaster 1 ...",0.695043,/zsRMrFKkJOyncZC6NXFvxv8NSNG.jpg,[],[],1/1/1999,0,79,[],Released,,Cremaster 2,FALSE,5.8,9
1275,"[{'id': 27, 'name': 'Horror'}]",,tt0103678,en,Amityville: It's About Time,"When an old clock arrives at home as a gift, strange things begin to happen. The family that proudly assigned a privileged place to the clock in the living room, is unaware that this thing is a link to an old and evil house...",2.418256,/nJiglOtMoWIwBpiGLxMRVqk2GGG.jpg,"[{'name': 'Steve White Productions', 'id': 35872}, {'name': 'VPS Studios', 'id': 84937}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",16/7/1992,0,91,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Released,The terror is back home,Amityville: It's About Time,FALSE,4.1,21
40518,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",http://robzombie.com/movies/31-movie/,tt3835080,en,31,ROB ZOMBIE'S  S P O O K  H A U S 31,6.636625,/rpxbMjrq4CDPY30dTRbvdQsUcud.jpg,"[{'name': 'Spectacle Entertainment Group', 'id': 10370}, {'name': 'Windy Hill Pictures', 'id': 18922}, {'name': 'Protagonist Pictures', 'id': 20277}, {'name': 'Bow and Arrow Entertainment', 'id': 37432}, {'name': 'PalmStar Media', 'id': 49152}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",15/9/2016,779820,102,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Welcome to hell,31,FALSE,4.9,193
40826,"[{'id': 9648, 'name': 'Mystery'}]",,tt3958180,en,Along Came a Nanny,"Hoping to catch a burglar, a cop (Cameron Mathison) goes under cover as a nanny in an upscale community. As he looks for leads, he becomes involved with a high-maintenance family and a pretty caregiver (Sarah Lancaster) nearby.",0.713069,/rSLIF43jCd9VVapufiy8bpXl3s2.jpg,"[{'name': 'The Hallmark Channel', 'id': 6425}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",12/10/2014,0,83,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Along Came a Nanny,FALSE,3.5,2
14091,[],,tt1275778,it,Questo piccolo grande amore,,1.143064,/vpFMThyWAJUtFPeseEdsGY8s1Z5.jpg,[],[],11/2/2009,0,0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Questo piccolo grande amore,FALSE,5.3,23
22970,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",,tt2151915,ja,横道世之介,"The year is 1987 and Japan is just reaching the peak of its economic success. Eighteen-year old Yonosuke Yokomichi arrives in Tokyo from Nagasaki. Ordinary in every way possible, he lives in a suburb far from the excitement of the big city and commutes to a university in the center of Tokyo.",1.08648,/tbXzGpXL2eEQTS7ZPqBuQsAv7sR.jpg,"[{'name': 'Nikkatsu', 'id': 955}, {'name': 'Mainichi Shinbunsha', 'id': 5069}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",23/2/2013,0,160,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,A Story of Yonosuke,FALSE,7.2,15
2413,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,tt0079550,en,Meteor,"After a collision with a comet, a nearly 8km wide piece of the asteroid ""Orpheus"" is heading towards Earth. If it will hit it will cause a incredible catastrophe which will probably extinguish mankind. To stop the meteor NASA wants to use the illegal nuclear weapon satellite ""Hercules"" but discovers soon that it doesn't have enough fire power. Their only chance to save the world is to join forces with the USSR who have also launched such an illegal satellite. But will both governments agree?",4.695793,/bEtEIOtliMJmEijCo4m9wzNK5cD.jpg,"[{'name': 'Palladium Productions', 'id': 2379}, {'name': 'American International Pictures (AIP)', 'id': 9266}, {'name': 'Meteor Joint Venture', 'id': 33304}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",19/10/1979,0,107,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,There's No Place On Earth To Hide!,Meteor,FALSE,5.1,37
42810,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,tt0231844,en,Juste une question d'amour,"After his gay cousin dies from hepatitis, young Laurent, who lives with his best friend Carole, falls in love with Cedric, a plant scientist. He's afraid to inform his conservative parents that he is gay.",2.607919,/c4dP2ZMjAGTquCS0kNkfN9q1wMv.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",1/1/2000,0,88,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Just a Question of Love,FALSE,7.5,32
3856,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",,tt0199753,en,Red Planet,"Astronauts search for solutions to save a dying Earth by searching on Mars, only to have the mission go terribly awry.",8.534176,/sMholOUc89LQhp0X33JZExgxupB.jpg,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'NPV Entertainment', 'id': 172}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'The Canton Company', 'id': 22351}, {'name': 'Mars Production Pty. Ltd.', 'id': 53997}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",10/11/2000,33463969,106,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Not A Sound. Not A Warning. Not A Chance. Not Alone.,Red Planet,FALSE,5.4,271
25318,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,tt2078552,en,Blood,"Thriller charting the moral collapse of a police family. Two cop brothers, smothered by the shadow of their former police chief father, must investigate a crime they themselves have committed.",2.933201,/spGP89j8q3WQODMK2nbzfHhRvXu.jpg,"[{'name': 'BBC Films', 'id': 288}, {'name': 'Neal Street Productions', 'id': 1522}, {'name': 'Quickfire Films', 'id': 4186}, {'name': 'IM Global', 'id': 7437}, {'name': 'Lipsync Productions', 'id': 9987}, {'name': 'Red Production Company', 'id': 20267}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",9/10/2012,0,92,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,You Can't Bury the Truth,Blood,FALSE,6,49
41345,"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,tt2630336,ja,黒執事,"Set in the year 2020, Shiori Genbo (Ayame Gouriki) runs the large corporation Funtom. Shiori is also a descendant of prestigious noble family Phantomhive of England. As a descendant of the noble family Phantomhive, Shiori solves difficult cases which are ordered by the queen. In order to take revenge, Shiori makes a deal with Butler Sebastian (Hiro Mizushima). Their deal involves Butler Sebastian protecting Shiori until her revenge is fulfilled and then Sebastian will consume her spirit.",2.106661,/vidfsb8UxcWIl0amKk7adYdKWVh.jpg,"[{'name': 'Tohei', 'id': 6624}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",18/1/2014,0,119,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Black Butler,FALSE,5.9,24
14343,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",,tt0098481,cs,Tma/Svetlo/Tma,"A human body gradually reconstructs itself as its various component parts crowd themselves into a small room and eventually, after much experimentation, sort out which part goes where.",1.04531,/pbHeqSP4QBj2XiEBDWa1ApthGq8.jpg,[],"[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}]",1/1/1989,0,8,"[{'iso_639_1': 'cs', 'name': 'Český'}]",Released,,Darkness/Light/Darkness,FALSE,7.4,28
43277,"[{'id': 35, 'name': 'Comedy'}]",,tt0080719,it,Fantozzi Contro Tutti,,4.348083,/lkTPI92ovI8EttUvNmdBv0tXqPw.jpg,[],"[{'iso_3166_1': 'IT', 'name': 'Italy'}]",20/11/1980,0,0,"[{'iso_639_1': 'hu', 'name': 'Magyar'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Fantozzi Against the Wind,FALSE,6.6,84
15542,"[{'id': 18, 'name': 'Drama'}]",,tt0066466,ja,東京戰争戦後秘話,"A metaphysical mystery involving a university student's camera getting stolen, and the thief then committing suicide. Looking back upon the event, the situation comes to be questioned if it happened at all.",0.227914,/gLlUp8NsJjwJpZcFSwaQuEob8oj.jpg,"[{'name': 'Art Theatre Guild', 'id': 9181}, {'name': 'Sozosha', 'id': 9182}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",27/6/1970,0,94,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,The Man Who Left His Will on Film,FALSE,7.8,5
24970,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",,tt0477585,fa,Café Transit,"A young widow takes over her late husband’s truck stop café, keeping hidden in the kitchen so as not to cause a scandal in Iran’s conservative society. But her brother-in-law, out of familial obligation, wants to take her as a wife and also take over the café. Meanwhile a Greek trucker who is a frequent café customer is slowly entranced — at first by her sublime cooking ability, and then by her.",0.106831,/iGiJqzgGVaJzEZphsI1GVJdcGNO.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IR', 'name': 'Iran'}]",3/11/2005,0,105,"[{'iso_639_1': 'el', 'name': 'ελληνικά'}, {'iso_639_1': 'fa', 'name': 'فارسی'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'tr', 'name': 'Türkçe'}]",Released,,Border Café,FALSE,5,2
26897,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,tt0107392,fr,Lethal Ninja,An American ninja's wife is held hostage by a sadistic Nazi chemist on an Asian island. He teams up with an African-American ninja to rescue her.,0.334247,/fcMbjmldQFlpoWIzLGloII9HbMY.jpg,"[{'name': 'Nu Image Films', 'id': 925}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",19/4/1993,0,97,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Confronted by an evil force...this time the fight is personal...to save the woman he loves.,Lethal Ninja,FALSE,3.9,5
20460,"[{'id': 99, 'name': 'Documentary'}]",http://bronydoc.com/,tt2446192,en,Bronies: The Extremely Unexpected Adult Fans of My Little Pony,"A film profiling the unusual cross-demographic fandom of the ostensibly girl oriented television series ""My Little Pony: Friendship Is Magic""",2.978835,/oEW5BXfVY6xYNfk1ClhaX4F0SgQ.jpg,"[{'name': 'Big Focus Television', 'id': 28775}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/11/2012,0,88,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,Bronies: The Extremely Unexpected Adult Fans of My Little Pony,FALSE,5.5,20
37037,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",,tt1582519,te,Khaleja,"The story revolves around a remote village in Andhra Pradesh plagued by a strange disease killing a lot of people. The soothsayer of the village predicts that God would come to their village for rescue. Meanwhile, Raju (Mahesh Babu) a cab driver in Hyderabad goes to Rajasthan to handover an insurance cheque to a man's family who dies in his car. In a strange situation, Raju meets a man from the village and gets to know about their problem. Soon Raju realizes he is none other than the God-sent, the soothsayer predicted, and the rest of the story is all about how Raju takes up the responsibility to rescue the village from the clutches of evil.",0.368497,/o29rSdKFvkIYamPjI4yJndlXr9X.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",7/10/2010,0,170,"[{'iso_639_1': 'te', 'name': 'తెలుగు'}]",Released,,Khaleja,FALSE,5.9,7
41103,"[{'id': 99, 'name': 'Documentary'}]",,tt4846318,en,Into the Inferno,"Werner Herzog and volcanologist Clive Oppenheimer embark upon a global journey exploring some of the world's most mythical volcanoes in Indonesia, Ethiopia, Iceland and North Korea. Speaking with scientists and indigenous peoples alike, they seek to understand the complex and deeply rooted relationship between mankind and one of nature's greatest wonders.",4.682651,/tZJHp4k11uBpTwzW5cVqQ0J7047.jpg,"[{'name': 'Werner Herzog Filmproduktion', 'id': 843}, {'name': 'Spring Films', 'id': 59037}, {'name': 'Netflix', 'id': 59811}, {'name': 'Matter of Fact Media', 'id': 63383}, {'name': 'Herzog-Film', 'id': 63384}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",7/9/2016,0,104,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'id', 'name': 'Bahasa indonesia'}, {'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,What we worship can destroy us,Into the Inferno,FALSE,6.8,42
